text,created_at,is_retweet,source,clean_text,clean_text_with_stopwords
RT @HouseGOP: Our plan will speed up the development and discovery of new treatments and cures for millions #BetterWay https://t.co/h9oKgYS…,Sun Oct 09 13:23:44 +0000 2016,True,other,rt @housegop plan speed development discovery new treatments cures millions betterway,rt @housegop our plan will speed up the development and discovery of new treatments and cures for millions betterway
"Exactly 4 years since the president drew his “red line” in #Syria, tragedy continues to unfold before our eyes. https://t.co/N6wBXHcIf5",Sat Aug 20 13:58:13 +0000 2016,False,other,exactly years since president drew red line syria tragedy continues unfold eyes,exactly years since the president drew his red line in syria tragedy continues to unfold before our eyes
RT @WaysandMeansGOP: New letter to Treasury: Increasing the tax burden on family businesses won't grow the economy. There is a #BetterWay h…,Fri Nov 04 15:20:31 +0000 2016,True,other,rt @waysandmeansgop new letter treasury increasing tax burden family businesses grow economy betterway h,rt @waysandmeansgop new letter to treasury increasing the tax burden on family businesses won t grow the economy there is a betterway h
"RT @HouseCommerce: .@repfredupton on #Obamacare: everyone deserves access to quality, affordable care. @HouseGOP has a #BetterWay.",Thu Oct 20 23:25:08 +0000 2016,True,other,rt @housecommerce @repfredupton obamacare everyone deserves access quality affordable care @housegop betterway,rt @housecommerce @repfredupton on obamacare everyone deserves access to quality affordable care @housegop has a betterway
It's clear that officials in Washington failed our men &amp; women in #Benghazi when they were in need of help. https://t.co/3UeHtnp6CQ,Wed Jun 29 20:10:20 +0000 2016,False,other,clear officials washington failed men women benghazi need help,it s clear that officials in washington failed our men women in benghazi when they were in need of help
"Four months into this job, here's an update on what's next: https://t.co/i7D9z9qOnZ
https://t.co/8tyOvhU6A6",Fri Mar 11 13:31:48 +0000 2016,False,other,four months job update next,four months into this job here s an update on what s next
FACT → Our plan protects federal taxpayer dollars from ever being used for abortions. #HydeAmendment #BetterWay https://t.co/ydyjcutJIx,Tue Nov 01 22:58:32 +0000 2016,False,other,fact plan protects federal taxpayer dollars ever used abortions hydeamendment betterway,fact our plan protects federal taxpayer dollars from ever being used for abortions hydeamendment betterway
This week is about tackling our nation’s opioid crisis. https://t.co/AZ55o35qDG,Tue May 10 18:05:22 +0000 2016,False,other,week tackling nation opioid crisis,this week is about tackling our nation s opioid crisis
"The war on #poverty has failed. We have a #BetterWay → Give power back to the states, and measure success based on… https://t.co/Y28H5xA92W",Fri Dec 16 01:01:25 +0000 2016,False,other,war poverty failed betterway give power back states measure success based,the war on poverty has failed we have a betterway give power back to the states and measure success based on
"I feel like the dog that caught the car, who wasn’t even chasing it in the first place. https://t.co/yVD1jpgnSx
https://t.co/GjOwKr9VXw",Mon May 30 01:37:16 +0000 2016,False,other,feel like dog caught car even chasing first place,i feel like the dog that caught the car who wasn t even chasing it in the first place
The UK is our indispensable ally. We should pursue a trade agreement with them once they separate from the EU. https://t.co/EfD1NGehIU,Tue Jun 28 13:23:18 +0000 2016,False,other,uk indispensable ally pursue trade agreement separate eu,the uk is our indispensable ally we should pursue a trade agreement with them once they separate from the eu
"Instead of dismantling #Iran nuclear program, we legitimized it. This is a huge threat to Israel. And it is a threat to our country too.",Mon Mar 21 22:15:51 +0000 2016,False,other,instead dismantling iran nuclear program legitimized huge threat israel threat country,instead of dismantling iran nuclear program we legitimized it this is a huge threat to israel and it is a threat to our country too
"Victims of sexual assault deserve full protection under the law. And now, they will have it. https://t.co/4DcL2YkpG6 https://t.co/ktb8RlynqW",Fri Oct 07 19:02:57 +0000 2016,False,other,victims sexual assault deserve full protection law,victims of sexual assault deserve full protection under the law and now they will have it
The current DC government needs to be reined in. We will not allow Congress and the #Constitution to be undermined. https://t.co/W8xBnWKJZm,Thu May 26 17:01:44 +0000 2016,False,other,current dc government needs reined allow congress constitution undermined,the current dc government needs to be reined in we will not allow congress and the constitution to be undermined
Our goal is to go bold. https://t.co/ZxfKZNJUsN,Wed May 25 23:49:49 +0000 2016,False,other,goal go bold,our goal is to go bold
Flags at the @uscapitol will be restored to full staff at sunset today. Our prayers continue to be with #Brussels. https://t.co/yLZPmmRCb9,Sat Mar 26 22:49:58 +0000 2016,False,other,flags @uscapitol restored full staff sunset today prayers continue brussels,flags at the @uscapitol will be restored to full staff at sunset today our prayers continue to be with brussels
"By engaging with you on ideas &amp; solutions, we can have the kind of inclusive discussion we need to have. #BetterWay https://t.co/KmXhCCtp37",Tue Jul 12 15:26:37 +0000 2016,False,other,engaging ideas solutions kind inclusive discussion need betterway,by engaging with you on ideas solutions we can have the kind of inclusive discussion we need to have betterway
"We need the federal government to ditch the top-down solutions and take a bottom-up approach to poverty.
https://t.co/jOKHhRH1O4 #BetterWay",Thu Sep 01 13:41:21 +0000 2016,False,other,need federal government ditch top solutions take bottom approach poverty betterway,we need the federal government to ditch the top down solutions and take a bottom up approach to poverty betterway
"Thanks, @RepJimRenacci, for explaining why &amp; how the #IRS needs to do more to protect taxpayers. https://t.co/nvXM5AgOv6",Sun Apr 17 18:43:25 +0000 2016,False,other,thanks @repjimrenacci explaining irs needs protect taxpayers,thanks @repjimrenacci for explaining why how the irs needs to do more to protect taxpayers
"RT @SteveScalise: Obamacare failed the test:
❌ Premiums Increased
❌ Choices Declined
❌ Deductibles Skyrocketed
We have a #BetterWay
https:/…",Thu Nov 03 12:46:58 +0000 2016,True,other,rt @stevescalise obamacare failed test premiums increased choices declined deductibles skyrocketed betterway https,rt @stevescalise obamacare failed the test premiums increased choices declined deductibles skyrocketed we have a betterway https
RT @SquawkCNBC: TUNE IN: @SpeakerRyan will join us live in Washington @BizRoundtable @ 840aET https://t.co/Ln3WLnOUe0,Wed Dec 07 13:35:10 +0000 2016,True,other,rt @squawkcnbc tune @speakerryan join us live washington @bizroundtable @ aet,rt @squawkcnbc tune in @speakerryan will join us live in washington @bizroundtable @ aet
Poverty is the first plank in a policy agenda we’re calling a #BetterWay. Here's why: https://t.co/fN8wCXoRqv https://t.co/SwBKv8tUAE,Fri Jul 29 20:56:44 +0000 2016,False,other,poverty first plank policy agenda calling betterway,poverty is the first plank in a policy agenda we re calling a betterway here s why
Experts praise a #BetterWay to do tax reform: https://t.co/CmnN9gPDoP,Mon Jun 27 15:25:00 +0000 2016,False,other,experts praise betterway tax reform,experts praise a betterway to do tax reform
We want a tax code that works for the taxpayers—not the tax collectors. This is a #BetterWay. https://t.co/kMRJUwjRIt,Fri Jun 24 14:15:31 +0000 2016,False,other,want tax code works taxpayers tax collectors betterway,we want a tax code that works for the taxpayers not the tax collectors this is a betterway
Executive overreach cuts out input from Congress &amp; the American people. #AskPOTUS how this makes people more optimistic about politics.,Thu Jan 14 18:07:29 +0000 2016,False,other,executive overreach cuts input congress american people askpotus makes people optimistic politics,executive overreach cuts out input from congress the american people askpotus how this makes people more optimistic about politics
"Thank you, @RepTomPrice for your leadership. Watch live now → https://t.co/BGny39dq7n",Thu Jan 07 21:56:13 +0000 2016,False,other,thank @reptomprice leadership watch live,thank you @reptomprice for your leadership watch live now
"Terrorists &amp; rogue regimes are stepping up to fill the void left by this admin, as evident by the rise of #ISIS in #Iraq, #Syria, &amp; beyond.",Sat Aug 20 19:38:06 +0000 2016,False,other,terrorists rogue regimes stepping fill void left admin evident rise isis iraq syria beyond,terrorists rogue regimes are stepping up to fill the void left by this admin as evident by the rise of isis in iraq syria beyond
Retweet if you agree → NO major regulation should become law unless Congress takes a vote. #BetterWay https://t.co/7IYl9U9660,Wed Oct 12 01:10:52 +0000 2016,False,other,retweet agree major regulation become law unless congress takes vote betterway,retweet if you agree no major regulation should become law unless congress takes a vote betterway
"RT @EdWorkforce: As we recognize 20th anniversary of #WelfareReform today, @HouseGOP is working to deliver Americans a #BetterWay. https://…",Tue Aug 23 00:57:34 +0000 2016,True,other,rt @edworkforce recognize th anniversary welfarereform today @housegop working deliver americans betterway https,rt @edworkforce as we recognize th anniversary of welfarereform today @housegop is working to deliver americans a betterway https
